comparison_name,metric_name,sample_count,mean_delta,median_delta,ci_lower,ci_upper,statistic,p_value,holm_adjusted_p_value,effect_size_dz,win_rate,loss_rate,block_bootstrap_p_value,scenario_name
operational_vs_ensemble_uncertainty,cumulative_decision_gap_3_ms,24,0.540241176910199,0.0,-2.4692149811257376,3.829175974455127,16.0,0.779434528427275,1.0,0.06799041332865753,0.16666666666666666,0.16666666666666666,0.7176411794102948,operational_moderate
operational_vs_ensemble_uncertainty,realized_cumulative_latency_5_ms,19,-1.0585859223242446,0.0,-6.215552881240958,3.634481287415791,9.0,0.7531523647659145,1.0,-0.08708946906998527,0.15789473684210525,0.15789473684210525,0.6881559220389805,operational_moderate
operational_vs_ensemble_uncertainty,cumulative_decision_gap_5_ms,19,-1.0585859223242446,0.0,-6.215552881240958,3.634481287415791,9.0,0.7531523647659145,1.0,-0.08708946906998527,0.15789473684210525,0.15789473684210525,0.6881559220389805,operational_moderate
operational_vs_conformal_uncertainty,realized_next_latency_ms,28,0.9228328151519923,0.0,-1.387987465306286,3.161121714772674,4.0,0.34523107177184,1.0,0.1459615679223798,0.03571428571428571,0.14285714285714285,0.4097951024487756,operational_moderate
operational_vs_conformal_uncertainty,decision_gap_ms,28,0.9228328151519923,0.0,-1.387987465306286,3.161121714772674,4.0,0.34523107177184,1.0,0.1459615679223798,0.03571428571428571,0.14285714285714285,0.4097951024487756,operational_moderate
operational_vs_conformal_uncertainty,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,0.9519315235887424,0.18898223650461357,0.0,0.03571428571428571,0.5877061469265368,operational_moderate
operational_vs_conformal_uncertainty,realized_cumulative_latency_3_ms,24,2.12127358829887,0.0,0.09159693975549861,4.653832456933364,2.0,0.13801073756865956,0.8280644254119573,0.33977230614844356,0.041666666666666664,0.16666666666666666,0.0704647676161919,operational_moderate
operational_vs_conformal_uncertainty,cumulative_decision_gap_3_ms,24,2.12127358829887,0.0,0.09159693975549861,4.653832456933364,2.0,0.13801073756865956,0.8280644254119573,0.33977230614844356,0.041666666666666664,0.16666666666666666,0.0704647676161919,operational_moderate
operational_vs_conformal_uncertainty,realized_cumulative_latency_5_ms,19,-0.7051205406023625,0.0,-6.1105845538059755,4.065422786414941,5.0,1.0,1.0,-0.060009201179498664,0.10526315789473684,0.10526315789473684,0.8100949525237381,operational_moderate
operational_vs_conformal_uncertainty,cumulative_decision_gap_5_ms,19,-0.7051205406023625,0.0,-6.1105845538059755,4.065422786414941,5.0,1.0,1.0,-0.060009201179498664,0.10526315789473684,0.10526315789473684,0.8100949525237381,operational_moderate
operational_vs_historical,realized_next_latency_ms,28,-10.684182401951448,-0.3930479010743504,-17.172015767137538,-4.3782353251861466,24.0,0.007398655365388617,0.05918924292310893,-0.5683433638302439,0.5,0.14285714285714285,0.0009995002498750624,operational_moderate
operational_vs_historical,decision_gap_ms,28,-10.684182401951448,-0.3930479010743504,-17.172015767137538,-4.3782353251861466,24.0,0.007398655365388617,0.05918924292310893,-0.5683433638302439,0.5,0.14285714285714285,0.0009995002498750624,operational_moderate
operational_vs_historical,success_under_budget,28,0.25,0.0,0.07142857142857142,0.4642857142857143,5.0,0.019630657257290667,0.15704525805832534,0.48245064067700766,0.03571428571428571,0.2857142857142857,0.02048975512243878,operational_moderate
operational_vs_historical,realized_cumulative_latency_3_ms,24,5.035371130649824,0.9184937840406064,0.7337005962973823,9.3148773906203,32.0,0.03515697309591544,0.28125578476732355,0.42548899071119956,0.16666666666666666,0.5416666666666666,0.02348825587206397,operational_moderate
operational_vs_historical,cumulative_decision_gap_3_ms,24,5.035371130649824,0.9184937840406064,0.7337005962973823,9.3148773906203,32.0,0.03515697309591544,0.28125578476732355,0.42548899071119956,0.16666666666666666,0.5416666666666666,0.02348825587206397,operational_moderate
operational_vs_historical,realized_cumulative_latency_5_ms,19,8.442983687547345,1.296974897884695,2.2882086385254654,16.21627507381026,20.0,0.04132685891250041,0.3306148713000033,0.5369384365749611,0.21052631578947367,0.5263157894736842,0.017991004497751123,operational_moderate
operational_vs_historical,cumulative_decision_gap_5_ms,19,8.442983687547345,1.296974897884695,2.2882086385254654,16.21627507381026,20.0,0.04132685891250041,0.3306148713000033,0.5369384365749611,0.21052631578947367,0.5263157894736842,0.017991004497751123,operational_moderate
switch_aware_vs_operational,realized_next_latency_ms,28,0.9145908930319974,0.0,-1.7081950483600363,3.8012488471155454,21.0,0.8589549227374824,1.0,0.08427080360978839,0.17857142857142858,0.14285714285714285,0.5227386306846576,operational_moderate
switch_aware_vs_operational,decision_gap_ms,28,0.9145908930319974,0.0,-1.7081950483600363,3.8012488471155454,21.0,0.8589549227374824,1.0,0.08427080360978839,0.17857142857142858,0.14285714285714285,0.5227386306846576,operational_moderate
switch_aware_vs_operational,success_under_budget,28,-0.07142857142857142,0.0,-0.17857142857142858,0.0,0.0,0.15729920705028502,0.6291968282011401,-0.2723523897009611,0.07142857142857142,0.0,0.2353823088455772,operational_moderate
switch_aware_vs_operational,realized_cumulative_latency_3_ms,24,-1.1283541214378836,0.0,-4.234409642732479,1.5964018518022867,14.0,0.5754030229127536,1.0,-0.14666769437142307,0.20833333333333334,0.125,0.4447776111944028,operational_moderate
switch_aware_vs_operational,cumulative_decision_gap_3_ms,24,-1.1283541214378836,0.0,-4.234409642732479,1.5964018518022867,14.0,0.5754030229127536,1.0,-0.14666769437142307,0.20833333333333334,0.125,0.4447776111944028,operational_moderate
switch_aware_vs_operational,realized_cumulative_latency_5_ms,19,0.23389292723600133,0.0,-4.915751900103089,5.843189732701713,9.0,0.7531523647659145,1.0,0.019702737645233868,0.21052631578947367,0.10526315789473684,0.9395302348825587,operational_moderate
switch_aware_vs_operational,cumulative_decision_gap_5_ms,19,0.23389292723600133,0.0,-4.915751900103089,5.843189732701713,9.0,0.7531523647659145,1.0,0.019702737645233868,0.21052631578947367,0.10526315789473684,0.9395302348825587,operational_moderate
graph_vs_temporal,realized_next_latency_ms,28,-5.670362913610061,0.0,-11.21366422040945,-1.2448781457381126,15.0,0.05973901545539241,0.4181731081877469,-0.38373009024597216,0.2857142857142857,0.14285714285714285,0.028985507246376812,operational_moderate
graph_vs_temporal,decision_gap_ms,28,-5.670362913610061,0.0,-11.21366422040945,-1.2448781457381126,15.0,0.05973901545539241,0.4181731081877469,-0.38373009024597216,0.2857142857142857,0.14285714285714285,0.028985507246376812,operational_moderate
graph_vs_temporal,success_under_budget,28,0.14285714285714285,0.0,0.03571428571428571,0.2857142857142857,0.0,0.04550026389635839,0.3185018472745087,0.4008918628686366,0.0,0.14285714285714285,0.06046976511744128,operational_moderate
graph_vs_temporal,realized_cumulative_latency_3_ms,24,1.599563292233988,0.0,-1.27204958364139,4.688314472105612,22.0,0.32806478170083675,1.0,0.17259957802125114,0.20833333333333334,0.25,0.3153423288355822,operational_moderate
graph_vs_temporal,cumulative_decision_gap_3_ms,24,1.599563292233988,0.0,-1.27204958364139,4.688314472105612,22.0,0.32806478170083675,1.0,0.17259957802125114,0.20833333333333334,0.25,0.3153423288355822,operational_moderate
graph_vs_temporal,realized_cumulative_latency_5_ms,19,1.1820539742587117,0.0,-1.8327716301406207,4.316913533877072,19.0,0.6784023758521882,1.0,0.1393917713851152,0.21052631578947367,0.2631578947368421,0.4512743628185907,operational_moderate
graph_vs_temporal,cumulative_decision_gap_5_ms,19,1.1820539742587117,0.0,-1.8327716301406207,4.316913533877072,19.0,0.6784023758521882,1.0,0.1393917713851152,0.21052631578947367,0.2631578947368421,0.4512743628185907,operational_moderate
operational_vs_temporal,realized_next_latency_ms,28,-7.868330307867324,0.0,-14.938874287496324,-1.768351389889602,4.0,0.0499499764547464,0.3496498351832248,-0.43134915048916206,0.21428571428571427,0.07142857142857142,0.014492753623188406,operational_severe
operational_vs_temporal,decision_gap_ms,28,-7.868330307867324,0.0,-14.938874287496324,-1.7683513898896017,4.0,0.0499499764547464,0.3496498351832248,-0.43134915048916206,0.21428571428571427,0.07142857142857142,0.014492753623188406,operational_severe
operational_vs_temporal,success_under_budget,28,0.17857142857142858,0.0,0.03571428571428571,0.35714285714285715,0.0,0.025347318677468252,0.17743123074227776,0.45785077175051997,0.0,0.17857142857142858,0.017491254372813594,operational_severe
operational_vs_temporal,realized_cumulative_latency_3_ms,23,3.247613336507244,0.0,0.4825839319395584,7.064180401112535,0.0,0.06788915486182899,0.4073349291709739,0.4196455401934804,0.0,0.17391304347826086,0.063968015992004,operational_severe
operational_vs_temporal,cumulative_decision_gap_3_ms,23,3.247613336507244,0.0,0.4825839319395584,7.064180401112535,0.0,0.06788915486182899,0.4073349291709739,0.4196455401934804,0.0,0.17391304347826086,0.063968015992004,operational_severe
operational_vs_temporal,realized_cumulative_latency_5_ms,20,4.122348437140526,0.0,0.0,12.172499076738875,0.0,0.10880943004054568,0.6528565802432741,0.3080535262877101,0.0,0.15,0.14042978510744628,operational_severe
operational_vs_temporal,cumulative_decision_gap_5_ms,20,4.122348437140526,0.0,0.0,12.172499076738875,0.0,0.10880943004054568,0.6528565802432741,0.3080535262877101,0.0,0.15,0.14042978510744628,operational_severe
operational_vs_graph,realized_next_latency_ms,28,-0.8899301095262034,0.0,-2.66979032857861,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.18898223650461368,0.03571428571428571,0.0,0.41179410294852575,operational_severe
operational_vs_graph,decision_gap_ms,28,-0.8899301095262034,0.0,-2.66979032857861,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.18898223650461368,0.03571428571428571,0.0,0.41179410294852575,operational_severe
operational_vs_graph,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,1.0,0.18898223650461357,0.0,0.03571428571428571,0.6151924037981009,operational_severe
operational_vs_graph,realized_cumulative_latency_3_ms,23,-0.6613412692220678,0.0,-1.9840238076662033,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.20851441405707474,0.043478260869565216,0.0,0.2813593203398301,operational_severe
operational_vs_graph,cumulative_decision_gap_3_ms,23,-0.6613412692220678,0.0,-1.9840238076662033,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.20851441405707474,0.043478260869565216,0.0,0.2813593203398301,operational_severe
operational_vs_graph,realized_cumulative_latency_5_ms,20,-0.6068753527185577,0.0,-1.8206260581556735,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.22360679774997896,0.05,0.0,0.27886056971514245,operational_severe
operational_vs_graph,cumulative_decision_gap_5_ms,20,-0.6068753527185577,0.0,-1.8206260581556735,0.0,0.0,0.31731050786291415,0.9519315235887424,-0.22360679774997896,0.05,0.0,0.27886056971514245,operational_severe
operational_vs_fusion,realized_next_latency_ms,28,-0.2085062763342304,0.0,-2.411237538541273,1.4769708794606669,3.0,1.0,1.0,-0.03805242883894041,0.03571428571428571,0.07142857142857142,0.8370814592703648,operational_severe
operational_vs_fusion,decision_gap_ms,28,-0.2085062763342304,0.0,-2.411237538541273,1.4769708794606669,3.0,1.0,1.0,-0.03805242883894041,0.03571428571428571,0.07142857142857142,0.8370814592703648,operational_severe
operational_vs_fusion,success_under_budget,28,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.31731050786291415,1.0,0.18898223650461357,0.0,0.03571428571428571,0.6151924037981009,operational_severe
operational_vs_fusion,realized_cumulative_latency_3_ms,23,0.28613987584881906,0.0,-1.9840238076662033,2.842443435212661,1.0,0.6547208460185769,1.0,0.050569181812662636,0.043478260869565216,0.043478260869565216,0.7666166916541729,operational_severe
operational_vs_fusion,cumulative_decision_gap_3_ms,23,0.28613987584881906,0.0,-1.9840238076662033,2.842443435212661,1.0,0.6547208460185769,1.0,0.050569181812662636,0.043478260869565216,0.043478260869565216,0.7666166916541729,operational_severe
operational_vs_fusion,realized_cumulative_latency_5_ms,20,0.8374913763945571,0.0,-1.8206260581556735,4.333100187339345,1.0,0.6547208460185769,1.0,0.11734679015459168,0.05,0.05,0.544727636181909,operational_severe
operational_vs_fusion,cumulative_decision_gap_5_ms,20,0.8374913763945571,0.0,-1.8206260581556735,4.333100187339345,1.0,0.6547208460185769,1.0,0.11734679015459168,0.05,0.05,0.544727636181909,operational_severe
operational_vs_ensemble_uncertainty,realized_next_latency_ms,28,-4.375651534080256,0.0,-10.545916881491042,0.43776330667686875,7.0,0.23672357063785732,0.9468942825514293,-0.2981129144034419,0.14285714285714285,0.10714285714285714,0.11894052973513243,operational_severe
operational_vs_ensemble_uncertainty,decision_gap_ms,28,-4.375651534080256,0.0,-10.545916881491042,0.43776330667686875,7.0,0.23672357063785732,0.9468942825514293,-0.2981129144034419,0.14285714285714285,0.10714285714285714,0.11894052973513243,operational_severe
operational_vs_ensemble_uncertainty,success_under_budget,28,0.10714285714285714,0.0,0.0,0.25,0.0,0.0832645166635504,0.49958709998130246,0.34016802570830446,0.0,0.10714285714285714,0.15692153923038482,operational_severe
operational_vs_ensemble_uncertainty,realized_cumulative_latency_3_ms,23,1.5805589771542519,0.0,0.0,4.440689131175143,0.0,0.10880943004054568,0.5440471502027284,0.31536306950122955,0.0,0.13043478260869565,0.14792603698150925,operational_severe
operational_vs_ensemble_uncertainty,cumulative_decision_gap_3_ms,23,1.5805589771542519,0.0,0.0,4.440689131175143,0.0,0.10880943004054568,0.5440471502027284,0.31536306950122955,0.0,0.13043478260869565,0.14792603698150925,operational_severe
operational_vs_ensemble_uncertainty,realized_cumulative_latency_5_ms,20,4.3790843430010025,0.0,0.0,9.45486245586881,0.0,0.10880943004054568,0.6528565802432741,0.4068264444827879,0.0,0.15,0.050974512743628186,operational_severe
operational_vs_ensemble_uncertainty,cumulative_decision_gap_5_ms,20,4.3790843430010025,0.0,0.0,9.45486245586881,0.0,0.10880943004054568,0.6528565802432741,0.4068264444827879,0.0,0.15,0.050974512743628186,operational_severe
operational_vs_conformal_uncertainty,realized_next_latency_ms,28,0.7257553154883819,0.0,0.0,1.6723614974365861,0.0,0.10880943004054568,0.5440471502027284,0.2828506696424637,0.0,0.10714285714285714,0.0769615192403798,operational_severe
operational_vs_conformal_uncertainty,decision_gap_ms,28,0.7257553154883819,0.0,0.0,1.6723614974365861,0.0,0.10880943004054568,0.5440471502027284,0.2828506696424637,0.0,0.10714285714285714,0.0769615192403798,operational_severe
operational_vs_conformal_uncertainty,success_under_budget,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,operational_severe
operational_vs_conformal_uncertainty,realized_cumulative_latency_3_ms,23,1.4300650770104453,0.0,0.0,4.290195231031336,0.0,0.17971249487899976,0.718849979515999,0.28573921869466967,0.0,0.08695652173913043,0.3193403298350825,operational_severe
operational_vs_conformal_uncertainty,cumulative_decision_gap_3_ms,23,1.4300650770104453,0.0,0.0,4.290195231031336,0.0,0.17971249487899976,0.718849979515999,0.28573921869466967,0.0,0.08695652173913043,0.3193403298350825,operational_severe
operational_vs_conformal_uncertainty,realized_cumulative_latency_5_ms,20,2.7248072962454812,0.0,0.0,8.174421888736443,0.0,0.17971249487899976,0.718849979515999,0.32424183814155033,0.0,0.1,0.16941529235382308,operational_severe
operational_vs_conformal_uncertainty,cumulative_decision_gap_5_ms,20,2.7248072962454812,0.0,0.0,8.174421888736443,0.0,0.17971249487899976,0.718849979515999,0.32424183814155033,0.0,0.1,0.16941529235382308,operational_severe
operational_vs_historical,realized_next_latency_ms,28,-20.158929294951452,-1.9448812460870322,-30.307582819485734,-9.719702111675332,11.0,0.0019309899357579097,0.015447919486063277,-0.7548653475717917,0.5,0.10714285714285714,0.0004997501249375312,operational_severe
operational_vs_historical,decision_gap_ms,28,-20.158929294951452,-1.9448812460870322,-30.307582819485734,-9.719702111675332,11.0,0.0019309899357579097,0.015447919486063277,-0.7548653475717917,0.5,0.10714285714285714,0.0004997501249375312,operational_severe
operational_vs_historical,success_under_budget,28,0.39285714285714285,0.0,0.21428571428571427,0.6071428571428571,0.0,0.0009111188771537128,0.007288951017229702,0.789904791624872,0.0,0.39285714285714285,0.0004997501249375312,operational_severe
operational_vs_historical,realized_cumulative_latency_3_ms,23,6.642947620020184,1.755980081483358,2.4483087723102424,10.83053816160662,7.0,0.007132413699395206,0.057059309595161645,0.5814394504272975,0.043478260869565216,0.5217391304347826,0.001999000499750125,operational_severe
operational_vs_historical,cumulative_decision_gap_3_ms,23,6.642947620020184,1.755980081483358,2.4483087723102424,10.83053816160662,7.0,0.007132413699395206,0.057059309595161645,0.5814394504272975,0.043478260869565216,0.5217391304347826,0.001999000499750125,operational_severe
operational_vs_historical,realized_cumulative_latency_5_ms,20,10.910055188894207,0.0,3.6858602266697638,18.075153533436836,4.0,0.016604878103722735,0.13283902482978188,0.6070392290640724,0.05,0.45,0.0024987506246876563,operational_severe
operational_vs_historical,cumulative_decision_gap_5_ms,20,10.910055188894207,0.0,3.6858602266697638,18.075153533436836,4.0,0.016604878103722735,0.13283902482978188,0.6070392290640724,0.05,0.45,0.0024987506246876563,operational_severe
switch_aware_vs_operational,realized_next_latency_ms,28,1.2277667763295619,0.0,-2.0088416946520606,4.725792365106689,12.0,0.7353166906373405,1.0,0.12244803719359892,0.14285714285714285,0.10714285714285714,0.4702648675662169,operational_severe
switch_aware_vs_operational,decision_gap_ms,28,1.2277667763295619,0.0,-2.0088416946520606,4.725792365106689,12.0,0.7353166906373405,1.0,0.12244803719359892,0.14285714285714285,0.10714285714285714,0.4702648675662169,operational_severe
switch_aware_vs_operational,success_under_budget,28,-0.03571428571428571,0.0,-0.10714285714285714,0.0,0.0,0.31731050786291415,1.0,-0.18898223650461357,0.03571428571428571,0.0,0.6151924037981009,operational_severe
switch_aware_vs_operational,realized_cumulative_latency_3_ms,23,0.657149777123325,0.0,-2.105495046667403,3.99607963321941,7.0,0.892738400944348,1.0,0.07703660845746457,0.13043478260869565,0.08695652173913043,0.696151924037981,operational_severe
switch_aware_vs_operational,cumulative_decision_gap_3_ms,23,0.657149777123325,0.0,-2.105495046667403,3.99607963321941,7.0,0.892738400944348,1.0,0.07703660845746457,0.13043478260869565,0.08695652173913043,0.696151924037981,operational_severe
switch_aware_vs_operational,realized_cumulative_latency_5_ms,20,0.6826465574009631,0.0,-6.530014894401839,8.503819405509695,7.0,0.892738400944348,1.0,0.03774559348318502,0.1,0.15,0.863568215892054,operational_severe
switch_aware_vs_operational,cumulative_decision_gap_5_ms,20,0.6826465574009631,0.0,-6.530014894401839,8.503819405509695,7.0,0.892738400944348,1.0,0.03774559348318502,0.1,0.15,0.863568215892054,operational_severe
graph_vs_temporal,realized_next_latency_ms,28,-6.978400198341121,0.0,-14.84704484924399,-0.05504943281264046,8.0,0.08583095844428565,0.5149857506657138,-0.3630644778989322,0.21428571428571427,0.10714285714285714,0.050974512743628186,operational_severe
graph_vs_temporal,decision_gap_ms,28,-6.978400198341121,0.0,-14.84704484924399,-0.05504943281264046,8.0,0.08583095844428565,0.5149857506657138,-0.3630644778989322,0.21428571428571427,0.10714285714285714,0.050974512743628186,operational_severe
graph_vs_temporal,success_under_budget,28,0.14285714285714285,0.0,-0.03571428571428571,0.35714285714285715,3.5,0.10247043485974941,0.512352174298747,0.31859654643215496,0.03571428571428571,0.17857142857142858,0.12743628185907047,operational_severe
graph_vs_temporal,realized_cumulative_latency_3_ms,23,3.908954605729312,0.0,1.143925201161626,7.534083755364975,0.0,0.043114446783075355,0.3018011274815275,0.4831395815152268,0.0,0.21739130434782608,0.015492253873063468,operational_severe
graph_vs_temporal,cumulative_decision_gap_3_ms,23,3.908954605729312,0.0,1.143925201161626,7.534083755364975,0.0,0.043114446783075355,0.3018011274815275,0.4831395815152268,0.0,0.21739130434782608,0.015492253873063468,operational_severe
graph_vs_temporal,realized_cumulative_latency_5_ms,20,4.729223789859084,0.0,0.06484874489423476,12.172499076738875,0.0,0.06788915486182899,0.4752240840328029,0.3513506639076131,0.0,0.2,0.07646176911544228,operational_severe
graph_vs_temporal,cumulative_decision_gap_5_ms,20,4.729223789859084,0.0,0.06484874489423476,12.172499076738875,0.0,0.06788915486182899,0.4752240840328029,0.3513506639076131,0.0,0.2,0.07646176911544228,operational_severe
